state,county,median_age,unemployment,total_population,graduate_degree,at_least_bachelor_s_degree,at_least_high_school_diploma,less_than_high_school,median_earnings_2010_dollars,white,black,hispanic,asian,farming_fishing_and_forestry_occupations,construction_extraction_maintenance_and_repair_occupations,management_professional_and_related_occupations,production_transportation_and_material_moving_occupations,sales_and_office_occupations,service_occupations
Iowa,O'Brien,44.4,0.041,14230,4.1,19.3,88.8,11.2,25625.10572,94.85,0.3,3.4,0.55,1,8.85,29.15,21.45,23.45,16.1
Iowa,Osceola,42,0.047,6474,3.4,16.3,86.5,13.5,25729.93524,93.95,0.1,5.05,0.15,4.85,7.65,29.1,21.1,21.6,15.8
Iowa,Page,43.5,0.054,15840,4.1,16.7,87.5,12.5,22057.86794,93.05,2.45,2.5,0.6,1.45,6.95,31.35,20.55,24.65,14.95
Iowa,Palo Alto,42.4,0.041,9413,3.5,16.1,87.2,12.8,23942.39397,97.7,0.25,1.35,0.15,1.25,9.65,30.55,21.15,21.9,15.45
Iowa,Plymouth,41.5,0.041,24671,6.1,19.8,91.2,8.8,29838.62413,95.3,0.25,2.8,0.45,1.5,9.6,29.45,19.2,23.65,16.6
Iowa,Pocahontas,47,0.041,7442,4.3,16.4,91.7,8.3,25374.53175,96.4,0.25,2.15,0.2,2.55,7.6,31.7,21.05,20.15,16.9
Iowa,Polk,34.8,0.054,423294,9.5,32.8,90.9,9.1,32351.68699,82.15,5.45,7,3.25,0.25,7.4,37.7,10.55,29.25,14.9
Iowa,Pottawattamie,38.2,0.046,91392,5.1,17.3,88.5,11.5,28928.28254,91.1,1.15,5.45,0.6,0.7,10.95,28.2,14.45,28.45,17.15
Iowa,Poweshiek,41.6,0.051,18739,8.8,21.7,92.1,7.9,22880.66667,94.25,0.85,2.1,1.35,0.95,8.1,34.1,16.35,21.75,18.75
Iowa,Ringgold,45.1,0.048,5096,6.2,20.8,90.3,9.7,24542.55174,97.75,0.15,1.15,0.45,5.95,10.5,36.8,14.45,16.5,15.75
Iowa,Sac,45.9,0.042,10330,5.3,18.2,89.3,10.7,24299.90254,96.8,0.15,1.85,0.25,3.3,9.7,27.05,19.2,25.4,15.4
Iowa,Scott,37.4,0.064,164109,9.9,29.7,90.5,9.5,29372.02921,83.6,6.65,5.2,2.05,0.35,8.2,34.25,15.95,25.15,16.2
Iowa,Shelby,44.7,0.034,12192,4,16.1,90.6,9.4,25299.70572,97.15,0.15,1.45,0.6,2.55,8.45,30.25,14.1,29.4,15.2
Iowa,Sioux,32.7,0.034,32886,6.7,22.4,86.5,13.5,21611.31207,91.1,0.5,7.15,0.65,4.3,8.05,31.95,17.1,20.4,18.25
Iowa,Story,26.4,0.039,87161,19.3,47.2,95.3,4.7,17362.7308,87.9,2.25,2.55,5.8,1.4,5.85,42.85,9.6,23.15,17.15
Iowa,Tama,41.7,0.066,17713,4.4,16.5,88.1,11.9,27001.76159,85.05,0.35,6.45,0.4,1.55,11.05,28.55,19.65,19.9,19.15
Iowa,Taylor,44.5,0.04,6375,3.9,12.3,87.3,12.7,24608.36159,93.65,0.2,5.25,0.3,1.4,8.1,30,25.1,19.25,16.15
Iowa,Union,41.4,0.051,12305,5.5,15.6,89.4,10.6,22989.47429,96.15,0.4,1.8,0.25,1.9,6.45,23.95,28.75,22.4,16.5
Iowa,Van Buren,43.8,0.063,7616,3.2,13.5,86.1,13.9,24852.98699,97.5,0.2,0.75,0.8,1.6,7.2,29.3,24.15,23.15,14.65
Iowa,Wapello,39.8,0.073,35554,5.1,14.9,83.7,16.3,25086.09588,88.75,1.05,7.95,0.8,0.65,8.65,23.3,27.8,20.75,18.85
Iowa,Warren,38,0.051,45208,7.4,26.7,94.6,5.4,32165.87619,96.15,0.45,1.75,0.55,0.4,10.1,36.2,9.7,28.45,15.1
Iowa,Washington,41.1,0.045,21428,4.6,19.4,89.1,10.9,27505.87715,93.3,0.55,4.75,0.3,1.8,10.55,31.45,16.3,22.55,17.35
Iowa,Wayne,45.7,0.049,6366,2.5,10.8,84.4,15.6,22831.21397,97.7,0.15,0.55,0.55,3,10.85,28.65,26.4,16.45,14.65
Iowa,Webster,39.9,0.071,38235,4.8,18,88.3,11.7,25263.2654,90.3,3.9,3.45,0.7,0.75,9.3,28.25,19.45,24.85,17.4
Iowa,Winnebago,43.5,0.058,10850,5.5,19.3,89.9,10.1,24443.40794,94.75,0.6,3.05,0.75,0.75,9,28.85,25.1,21.8,14.45
Iowa,Winneshiek,39.2,0.047,20910,9.6,26.3,91.2,8.8,21966.91302,96.35,0.6,1.55,1,2.7,7.85,33.45,16.8,20.55,18.65
Iowa,Woodbury,35.4,0.053,101968,6.5,20.8,85.4,14.6,25009.82127,78.9,2.3,12.6,2.45,1.1,8,28.05,19.3,27.9,15.65
Iowa,Worth,44,0.055,7609,3.9,16,89.8,10.2,27137.24857,96.5,0.35,1.95,0.3,1.45,11.45,26.75,23.15,21.15,16.05
Iowa,Wright,44,0.056,13134,4.5,15.7,88.7,11.3,25833.55651,89.35,0.15,9.1,0.15,3.3,8.8,29.55,20.95,20.95,16.5
Kansas,Allen,40.2,0.064,13387,6.2,17.7,89.3,10.7,24388.90127,92.3,1.75,2.7,0.4,1.6,10.75,26.4,25.5,19.8,15.95
Kansas,Anderson,41.7,0.066,8001,3.7,15.9,87.3,12.7,23493.52318,95.9,0.25,0.75,0.3,1.4,13.65,29.65,18.9,20.55,15.85
Kansas,Atchison,36.1,0.068,16696,9,22.3,87.8,12.2,24565.93809,89.3,5.65,2.25,0.4,0.5,12.15,30.8,18.2,18.4,19.95
Kansas,Barber,45.5,0.037,4787,5.5,18.7,91.8,8.2,24298.56381,94.95,0.4,2.5,0.25,2.85,12.4,35.45,13.75,20.75,14.8
Kansas,Barton,40,0.042,27664,6.5,20.5,85.6,14.4,24170.39397,84.2,1.15,12.55,0.2,1.1,8.95,30.85,16.15,25.65,17.45
Kansas,Bourbon,37.8,0.063,15009,6.7,20.4,86.5,13.5,22969.07461,92.2,2.65,1.8,0.7,1.85,8.7,28.2,17,25.75,18.45
Kansas,Brown,41.7,0.05,10006,4.9,16.3,88.3,11.7,21927.52953,84.35,1.3,3.15,0.35,1.65,8.05,29.5,16.95,21.55,22.35
Kansas,Butler,37.1,0.066,64379,7.3,24.8,91.9,8.1,31134.50508,91.6,1.55,3.35,0.65,0.55,11,33.6,15,23.15,16.75
Kansas,Chase,43.8,0.047,2835,5.7,18.8,90.4,9.6,21073.77429,93.55,0.7,3.3,0.2,7.15,10.05,35.6,14.75,19.3,13.15
Kansas,Chautauqua,47.5,0.061,3747,4.7,17,87,13,24643.15683,90.25,0.9,1.8,0.05,5.1,13.2,28.05,18.35,16.25,19.05
Kansas,Cherokee,39.7,0.073,21449,5.5,14.5,86.6,13.4,22446.74064,89.95,0.55,1.7,0.2,0.75,11.8,25.75,21.85,22.15,17.7
Kansas,Cheyenne,48.8,0.032,2747,5.8,16.4,86.5,13.5,19729.93619,94.05,0.05,3.65,0.9,8.4,7.2,32.3,9.8,24.7,17.65
Kansas,Clark,44,0.034,2174,3.8,19.7,91.7,8.3,24516.34381,90.9,0,5.8,0.55,4.5,9.55,39.1,10.65,17.25,18.9
Kansas,Clay,43.9,0.044,8598,6.1,18.9,91.2,8.8,25825.37619,95.8,0.7,1.8,0.2,1.05,13.3,35.55,12.35,24.05,13.7
Kansas,Cloud,42.7,0.039,9450,4.2,15.2,89.1,10.9,19699.56984,96.4,0.25,2.2,0.15,1.6,11.3,30,14.35,18.45,24.3
Kansas,Coffey,43.3,0.06,8536,5.6,20,91.5,8.5,25799.56921,94.85,0.5,2.05,0.35,2,12.25,34.05,17.6,16.4,17.7
Kansas,Comanche,50.6,0.036,1870,5.3,16.4,92.7,7.3,25772.65302,94.55,0.15,3.35,0.75,3.85,11,30.2,26.55,16.8,11.6
Kansas,Cowley,38.5,0.057,35183,6.5,19.5,86.5,13.5,22877.28699,83.8,2.75,7.6,1.45,0.95,12.95,26.65,20.4,20.95,18.05
Kansas,Crawford,32.8,0.063,38933,9,26.3,88.2,11.8,21266.47175,89.5,2.25,3.9,1.05,0.7,10.4,30.9,14.85,23.75,19.4
Kansas,Decatur,51.4,0.038,2963,5.9,17.6,91.1,8.9,19165.11778,96.45,0.4,1.15,0.4,7,9.15,41.75,8.8,16.3,17.1
Kansas,Dickinson,41.8,0.055,19365,5.7,19.9,90.2,9.8,25647.41746,92.85,0.7,3.7,0.25,1.5,12.7,28.4,16.9,21.5,19
Kansas,Doniphan,38.7,0.061,7838,4.7,16.3,86.9,13.1,23837.68318,92.05,2.95,1.9,0.25,2,10.3,30.15,19.4,22.35,15.75
Kansas,Douglas,27.7,0.053,112275,21.1,48.3,95.1,4.9,19633.54032,82.8,3.8,4.5,3.65,0.3,6.6,41.45,8.4,24.95,18.2
Kansas,Edwards,43.5,0.037,3077,4.4,21.1,82.9,17.1,26751.69238,82.5,0.25,15.7,0.25,5.4,7.4,33.8,19.4,18.1,16
Kansas,Elk,48,0.06,2949,5.5,17.1,87.8,12.2,20345.06413,93.35,0,2.8,0.2,1.45,20.6,33.75,10.05,16.35,17.85
Kansas,Ellis,31.8,0.031,27902,11.7,33.6,91.7,8.3,20047.74539,92.7,0.7,3.9,1.2,0.9,9.6,30.9,10.45,29.5,18.75
Kansas,Ellsworth,42.9,0.033,6372,6.1,19.8,90.6,9.4,24146.33175,88.9,3.9,4.8,0.45,1.8,12.3,33.2,13.95,16.9,21.85
Kansas,Finney,30.2,0.044,38889,6.3,17.3,69.8,30.2,25631.79968,48.6,1.55,45.4,2.95,3.5,8.7,22.45,23.7,25.6,16.05
Kansas,Ford,30.8,0.036,33344,5.7,17.2,69.5,30.5,25178.65969,46.2,1.6,48.9,1.6,2.95,10.35,24.8,29.25,19.15,13.5
Kansas,Franklin,37.7,0.076,26126,5.6,18.5,90.1,9.9,27241.88666,92.25,1.05,3.35,0.3,1.55,10.25,27.35,18,25.15,17.7
Kansas,Geary,28.3,0.068,32156,6.9,19.4,91.1,8.9,26413.46699,62.8,17.3,10.65,3.25,0.35,7.7,30.55,15.15,26.5,19.7
Kansas,Gove,48.1,0.027,2647,2.8,16.9,91,9,22463.62699,97.45,0.15,1.65,0.2,4.4,10.35,37.15,12.75,21.5,13.85
Kansas,Graham,47.5,0.031,2581,6.2,24.2,91.6,8.4,22039.71556,91.4,3.75,1.75,0.1,1.85,10.4,41.85,10.1,21.45,14.25
Kansas,Grant,32.9,0.038,7619,4.6,15.9,77.6,22.4,29994.81588,56,0.2,41.95,0.25,4.7,15.7,30.2,20.3,15.8,13.3
Kansas,Gray,35.4,0.03,5945,4.3,19.8,74.7,25.3,25939.54953,83.7,0.2,14.75,0.25,9.6,10.9,31,12.9,20.5,15.05
Kansas,Greeley,45,0.033,1215,7,20.7,90,10,27221.77969,87.15,0.3,10.35,0.15,8.6,6.4,39.95,8.6,20.85,15.65
Kansas,Greenwood,45.7,0.055,6800,4.3,14.6,90.5,9.5,22938.06127,93.95,0.2,2.95,0.2,1.65,17.05,29,16.15,16.6,19.5
Kansas,Hamilton,33,0.037,2636,2.4,14.9,80.9,19.1,24359.59302,70.1,0.15,28.75,0.15,8.75,10.65,28.65,10.95,20.1,20.9
Kansas,Harper,44.6,0.037,5914,5.8,16.3,86,14,23021.02413,93.7,0.45,3.55,0.3,1.9,11.85,30.6,18.4,20.65,16.6
Kansas,Harvey,38.7,0.056,34191,9,25.5,90.4,9.6,26368.21397,85.3,1.55,10.3,0.65,0.5,10.75,33.95,16.95,21.3,16.5
Kansas,Haskell,33.2,0.035,4149,3.3,14.8,77.2,22.8,26938.23683,71.7,0.4,26.45,0.5,12.2,9.35,28.45,15.15,21.45,13.3
Kansas,Hodgeman,43.3,0.036,1938,5.8,22.9,91.1,8.9,27001.95461,93.7,0.5,4.2,0.25,6,11.25,44.15,10.1,18.1,10.4
Kansas,Jackson,40.8,0.064,13404,4.9,17.7,92.2,7.8,27482.02699,86.7,0.85,3.1,0.2,0.8,11.4,30.85,13.85,25.9,17.2
Kansas,Jefferson,42.2,0.064,18753,7.7,22.2,91.8,8.2,31162.55969,94.9,0.45,1.8,0.2,0.3,12.15,35.65,15.65,21.65,14.65
Kansas,Jewell,50.7,0.035,3126,4.9,18.9,90.7,9.3,22510.01524,97.3,0.05,1.45,0.2,4.05,10.55,41.6,9.65,19.5,14.6
Kansas,Johnson,36.1,0.05,534643,17.9,51.1,95.6,4.4,38575.54381,83.3,4,6.5,3.95,0.1,5.4,48,6.8,27.5,12.2
Kansas,Kearny,35.2,0.038,4087,3.6,12.3,75.9,24.1,28008.12031,68.05,0.4,29.05,0.15,9.9,14.9,26.2,19.35,14.25,15.3
Kansas,Kingman,44.8,0.048,7823,6.5,20.2,88.7,11.3,28814.89524,95.2,0.2,2.35,0.45,3.05,9.85,34.8,16.6,23.6,12.15
Kansas,Kiowa,41,0.034,2599,7.8,20.9,89.7,10.3,18945.2308,93.85,0.25,3.95,0.3,6.95,10.35,36.1,12.65,17.4,16.55
Kansas,Labette,40.3,0.08,21744,6.9,17.8,86.2,13.8,22483.04381,86,4.5,3.7,0.4,0.95,7.8,26.35,23.45,21.75,19.7
Kansas,Lane,44.8,0.038,1705,6,22.2,87.8,12.2,27413.35492,93.35,0.25,3.35,0.1,11,11.45,41.4,5.45,17.45,13.25
Kansas,Leavenworth,37.1,0.069,74865,11,28.8,91.4,8.6,30676.30889,81.55,9.05,4.75,1.35,0.45,10.4,33.75,12.3,25,18.05
Kansas,Lincoln,46.8,0.046,3245,5.4,17.1,88.5,11.5,24551.60286,96.2,0.1,2.1,0.3,3.25,15.8,34.1,9.8,21.6,15.4
Kansas,Linn,43.9,0.087,9625,3.3,13.5,86.8,13.2,26869.06889,95.5,0.25,1.65,0.55,0.5,17.85,31,16.15,21.8,12.8
Kansas,Logan,44.8,0.03,2698,2.8,18,91.4,8.6,25106.01619,94.5,1.1,2.25,0.2,6,10.85,32.3,10.95,22.35,17.65
Kansas,Lyon,31.9,0.055,34438,9.2,23.5,83.6,16.4,19725.55969,73.95,2.05,19.65,2.05,1.45,8.8,25.9,22.6,22.85,18.35
Kansas,Marion,44.2,0.05,12449,6.9,19.5,89.8,10.2,23550.14635,94.9,0.8,2.35,0.3,1.4,8.55,34.55,17.95,19.25,18.3
Kansas,Marshall,44.8,0.04,10147,3.9,12.7,88.7,11.3,26320.63238,96.35,0.5,1.6,0.3,1.05,8.6,32.75,22.3,20.75,14.55
Kansas,McPherson,41,0.04,29082,7.4,25.1,88.1,11.9,26775.12476,93.7,0.8,3.1,0.5,1.45,9.9,30.2,18.35,23.3,16.75
Kansas,Meade,38.3,0.033,4506,6.7,20.9,85.9,14.1,26275.42953,82.95,0.65,14.45,0.25,4.7,10.8,37.5,7.45,20.85,18.7
Kansas,Miami,39.7,0.063,31649,7.8,23,92.4,7.6,32241.56,93.85,1.4,2.35,0.3,0.75,13.5,33.35,12.35,24.95,15.1
Kansas,Mitchell,45.1,0.031,6351,7.9,20.8,91.9,8.1,25922.47746,96.8,0.2,1.2,0.3,2.45,10.35,31.95,12.3,20.4,22.45
Kansas,Montgomery,40.2,0.077,34876,5.9,18.6,86.4,13.6,23466.58635,82.3,5.55,4.3,0.6,0.7,8.95,28.5,21.85,20.45,19.55
Kansas,Morris,45.9,0.066,5944,7.7,16.6,90.1,9.9,25341.94984,94.2,0.2,3.65,0.55,2.95,16.05,28.65,18.75,20.7,12.95
